"restaurant_name","city","state","zip","lat","long"
"Palm Palace","Ann Arbor","MI","48108",42.253017,-83.68076
"Mazzios Italian Eatery","Hewitt","TX","76643",31.465008,-97.19747
"Edgar's Grille","Augusta","GA","30907",33.51415,-82.05756
"Qdoba Mexican Grill","Dekalb","IL","60115",41.952972,-88.724682
"Nutrition On The Move","Urbana","IL","61801",40.112457,-88.209764
"Middle Way Cafe","Anchorage","AK","99503",61.19464004,-149.9076119
"Seasons 52","Plano","TX","75024",33.07816548,-96.82281017
"Christine's Bountiful Garden","Buchanan","NY","10511",41.26095471,-73.94265538
"Whole Foods Market","Salt Lake City","UT","84106",40.72332,-111.858537
"Baskin Robbins","Studio City","CA","91604",NA,NA
"Canyon Bistro","Kanab","UT","84741",37.044724,-112.52637
"Shakey's Pizza Parlor","La Mesa","CA","91942",32.777584,-117.0104709
"Q Cafe and Wine Bar","Marfa","TX","79843",30.309387,-104.02087
"On The Border Mexican Cafe","Addison","TX","75001",32.953734,-96.836825
"Seva Restaurant","Ann Arbor","MI","48104",42.279453,-83.7458
"Cafe Yumm","Bend","OR","97702",44.047287,-121.31521
"Good Earth Organic Eatery","W Cape May","NJ","08204",38.937384,-74.927372
"Good Karma Cafe","Ocean Springs","MS","39564",NA,NA
"The Pita Pit","Tampa","FL","33612",NA,NA
"Vg�� Caf��","Bryn Mawr","PA","19010",NA,NA
"Paul Revere's Pizza","Center Point","IA","52213",42.191475,-91.78608
"Pronto","Lewisburg","PA","17837",40.964725,-76.88474
"Western Sizzlin Steakhouse","Batesville","AR","72501",35.765772,-91.6411955
"Back Bay Grill","Portland","ME","04101",43.65812,-70.26463
"One World Pizza","Urbana","IL","61801",40.110558,-88.213394
"Danh's Garden","Shreveport","LA","71105",32.4799,-93.72218
"","Santa Barbara","CA","93101",34.424305,-119.70531
"","Pittsburgh","PA","15232",40.451492,-79.9328
"","Corvallis","OR","97330",44.56457,-123.25936
"","Anacortes","WA","98221",48.51895,-122.61251
"","Philadelphia","PA","19123",39.963047,-75.14094
"Veggie Era","Upland","CA","91786",34.10714,-117.66291
"Jet's Pizza","Romulus","MI","48174",42.165016,-83.26665
"Fox's Pizza Den","W Milton","OH","45383",39.962463,-84.32779
"Eleven Gourmet Deli","New Brunswick","NJ","08901",40.496972,-74.446961
"Fox's Pizza Den","Gray","GA","31032",NA,NA
"Jimmy's Filling Station Restaurant","Clinton","MI","49236",42.075214,-83.965248
"Burger Fresh","Solon","OH","44139",41.39191,-81.44186
"4th Street Market","Duluth","MN","55805",46.790592,-92.1009
"Back To Basics Organic Cafe","Knox","IN","46534",41.284702,-86.62066
"P.f. Chang's China Bistro","Wichita","KS","67206",NA,NA
"Wolfgang Puck Restaurant","Los Angeles","CA","90028",34.105912,-118.317526
"Sapporo Ichiban Japanese","Brooklyn","NY","11209",40.630665,-74.028227
"Revive Cafe - Downtown - Fresno","Fresno","CA","93721",NA,NA
"Taco Stop N' Treat","Brooklyn","MI","49230",42.0992767,-84.2475868
"Casey's","Parkville","MD","21234",39.39851,-76.55915
"Events of Excellence Catering","Southfield","MI","48076",NA,NA
"Pizza","Washington","DC","20009",38.917,-77.02916
"Main Street Deli of Munhall","Munhall","PA","15120",NA,NA
"Sofia Ristorante Italiano","Brooklyn","NY","11235",40.5841,-73.9328
"Papa Nicks Family Italian Restaurant","Sarasota","FL","34232",NA,NA
"Pizza Pro","Bald Knob","AR","72010",35.3431,-91.530369
"Croissants Bistro & Bakery","Myrtle Beach","SC","29577",NA,NA
"","Las Vegas","NV","89169",36.115158,-115.152725
"Larry's Giant Subs","Darien","GA","31305",31.391605,-81.444694
"Manchu Wok","Springfield","VA","22150",38.772002,-77.175448
"Great Wraps","W Palm Beach","FL","33401",26.694189,-80.053995
"Figaro's Pizza","Stayton","OR","97383",44.8097457,-122.8140158
"Grizzly's Bear Belly Deli & Cafe'","Big Bear Lake","CA","92315",NA,NA
"Lemongrass Cafe","Honolulu","HI","96817",21.31156,-157.86348
"Hunter's Point Restaurant","San Francisco","CA","94124",37.730936,-122.37389
"Joy's Place","Kihei","HI","96753",20.72998,-156.45145
"Honest John's Bar & Grill","Detroit","MI","48201",42.34776274,-83.06397741
"The Barking Cat Cafe","Bangor","ME","04401",44.799672,-68.79306
"Brookland Cafe","Washington","DC","20017",38.9352,-76.9911
"","Orlando","FL","32803",NA,NA
"Brighter Day Natural Foods Deli","Savannah","GA","31401",32.064617,-81.09699
"Fazoli's","Austin","TX","78728",30.4768533,-97.6788772
"Taco Cabana","Austin","TX","78750",30.444218,-97.787674
"","Seattle","WA","98103",NA,NA
"","Fairfield","CT","06824",NA,NA
"Loving Hut","Ledgewood","NJ","07852",NA,NA
"Johnny Mango","Cleveland","OH","44113",41.48378,-81.70948
"Toma's Lebanese Deli","Utica","NY","13501",NA,NA
"","Brooklyn","NY","11223",NA,NA
"Sofrito Mama's","Sarasota","FL","34232",27.344303,-82.4978
"Buck's Pizza","Hidalgo","TX","78557",26.096143,-98.271298
"India's Kitchen (closed)","Hawthorne","CA","90250",33.9019171,-118.3564254
"Revitalive Cafe","Newburyport","MA","01950",42.80994,-70.865776
"Zoes Kitchen","Huntsville","AL","35802",34.69269,-86.56824
"Caf�� Yumm!","Portland","OR","97201",NA,NA
"Govinda's Buffet","Denver","CO","80220",39.73828,-104.93384
"","Atoka","OK","74525",34.38051,-96.13105
"","Boston","MA","02110",42.355556,-71.057304
"Champs","Brooklyn","NY","11211",40.708385,-73.940853
"Calafia Café & Market A-go-go","Palo Alto","CA","94301",NA,NA
"Flavors of India","Columbus","OH","43215",39.97233,-83.00408
"Source Mini","Berkeley","CA","94709",NA,NA
"","Pleasanton","CA","94588",37.688251,-121.903709
"Island Girls","San Francisco","CA","94103",37.7720488,-122.4226163
"Healeo","Seattle","WA","98122",47.61478843,-122.3126122
"Mellow Mushroom Restaurant","Enterprise","AL","36330",31.33467,-85.85698
"Shakey's Pizza Parlor","Milwaukee","WI","53227",43.0182881,-87.9830115
"Nefetari's","Tallahassee","FL","32301",NA,NA
"Rangoli Indian Grill","Austin","TX","78753",30.41397,-97.67402
"Zen Palate","New York","NY","10016",NA,NA
"Ben & Jerry's","Baltimore","MD","21230",39.283444,-76.624352
"3 Potato 4","New Orleans","LA","70125",NA,NA
"","San Diego","CA","92102",NA,NA
"Everyday Organic","Greenville","SC","29609",NA,NA
"Main Squeeze","Yellow Springs","OH","45387",39.80569,-83.88889
"M.a.k.e.","Santa Monica","CA","90401",34.016403,-118.49523
"Le Pain Quotidien","New York","NY","10020",40.7599221,-73.9805161
"Chung Ki Wa Tofu Restaurant","Lawndale","CA","90261",NA,NA
"Simple Simon's Pizza","Lubbock","TX","79404",33.5629099,-101.8456037
"Sprouts Restaurant","Scottsdale","AZ","85253",33.53111,-111.96582
"V-spot Cafe New York Comedy Club.","New York","NY","10010",NA,NA
"","San Francisco","CA","94102",37.78145,-122.41708
"Caf�� Gratitude","Berkeley","CA","94709",NA,NA
"Juniper Market","St. Augustine","FL","32084",NA,NA
"","Redondo Beach","CA","90277",NA,NA
"Thai Sweet Basil","Andover","MA","01810",42.66436,-71.14575
"Abyssinia Restaurant","Santa Rosa","CA","95404",NA,NA
"Cafe Organica","Minneapolis","MN","55413",44.9877937,-93.254039
"Le Cafe En Riant Garagouille","Philadelphia","PA","19149",NA,NA
"Salad Creations","Exton","PA","19341",40.024982,-75.64515
"The Plant Cafe Organic","San Francisco","CA","94123",37.80041702,-122.4376917
"Hummus Place","Manhattan","NY","10009",40.7271189,-73.9839608
"Broken Top Bottle Shop","Bend","OR","97703",NA,NA
"Erbert and Gerbert's","Bismarck","ND","58504",46.796043,-100.77879
"3 Potato 4","Salem","MA","01970",NA,NA
"Flavor of India","W Hollywood","CA","90069",34.08219,-118.38815
"Grass Root","Tampa","FL","33611",NA,NA
"Zest Cafe","Denver","CO","80227",39.666762,-105.081225
"Mary's Secret Garden","Ventura","CA","93001",NA,NA
"Mimi's Cafe","Omaha","NE","68134",41.306938,-96.0766694
"Spork","Bend","OR","97703",NA,NA
"Kadels Restaurant","Brooklyn","NY","11201",40.689727,-73.978314
"Cinnamon Works","Seattle","WA","98101",NA,NA
"Old Jerusalem Restaurant","New York","NY","10018",40.755618,-73.9942669
"La Barraca Bar","Hollywood","FL","33020",26.011234,-80.14699
"Chipotle Mexican Grill","Austin","TX","78745",30.208174,-97.780459
"Tres Guppy's - Closed","Bryn Mawr","PA","19010",40.022408,-75.319565
"Belle & Maxwell's","W Palm Beach","FL","33405",26.677965,-80.054351
"How To Eat To Live Supreme","Atlanta","GA","30344",NA,NA
"Pizza Luce","Hopkins","MN","55343",44.928463,-93.385994
"Bombay Chowpatty","Irving","TX","75039",32.895927,-96.96089
"Snap Kitchen","Houston","TX","77007",NA,NA
"Dakshin Resturant","Woodbridge Township","NJ","07001",NA,NA
"The Gypsy Den Grand Central Café","","","92701",NA,NA
"Gold Room Grill","Williamsburg","VA","23185",NA,NA
"World Gardens Cafe'","Upland","CA","91786",NA,NA
"East West Market / Indian Foods","Boca Raton","FL","33432",NA,NA
"Fresco Mexican Grill Salsa Bar","Kent","OH","44240",41.152725,-81.358215
"Trails Cafe","","","66436",NA,NA
"Simple Simon's Pizza","Huntington","TX","75949",31.2888053,-94.463004
"Toros Grill","Long Branch","NJ","07740",40.304108,-73.990802
"Kenro's A Taste of Japan","Roseville","CA","95661",38.727505,-121.272064
"Shizen","San Francisco","CA","94103",37.76820066,-122.4216047
"Panchero's Mexican Grill","Voorhees","NJ","08043",39.84838,-74.9774
"Welcome To Espresso Yourself Cafe","Newport","PA","17074",40.477566,-77.13043
"Red Robin","Gaithersburg","MD","20877",39.154859,-77.209694
"Fruitty Lunch","Chicago","IL","60651",NA,NA
"Catch A Healthy Habit Cafe","Fairfield","CT","06824",NA,NA
"Schilling & Co","San Francisco","CA","94111",NA,NA
"Bountiful Basket Distribution Site","Colleyville","TX","76034",NA,NA
"Nature's Corner Natural Market","","","07762",NA,NA
"Puree","Mt. Pleasant","SC","29464",32.79760954,-79.85939747
"Slice of Life","Sebastopol","CA","95472",38.40364724,-122.8244789
"Tender Greens","Culver City","CA","90232",34.02328109,-118.39516
"Bountiful Baskets","Carrollton","TX","75010",NA,NA
"N.y. Dosas","New York","NY","10012",NA,NA
"Natural Cafe","Santa Maria","CA","93454",34.97926,-120.434204
"Jahlookova Natural Organic Health Mart","New York","NY","10035",NA,NA
"Red Robin","Sioux City","IA","51106",42.446576,-96.344429
"Moti Mahal Indian Cuisine","Royal Oak","MI","48067",42.48683874,-83.14641811
"Seasons 52 - North Dallas - Dallas","Dallas","TX","75231",32.8698936,-96.7741379
"Chive Kitchen","Farmington","MI","48336",42.46295,-83.37297
"Mr Jim's Pizza","Plano","TX","75074",33.03,-96.68
"","Bloomington","IN","47406",NA,NA
"Cps","Fort Myers","FL","33908",NA,NA
"Veggie Garden","Orlando","FL","32803",NA,NA
"Tiffin Wallah","New York","NY","10016",40.74285826,-73.98285085
"My Organic Corner","Weston","FL","33326",NA,NA
"Sorella Natural Foods","Columbia","MO","65201",NA,NA
"Kabab Grille","Richmond","VA","23233",NA,NA
"Dragon Lady Lounge","","","60618",NA,NA
"Mom's Organic Market, Naked Lunch","Baltimore","MD","21211",NA,NA
"Cinnaholic","Berkeley","CA","94704",37.8703043,-122.2660506
"The Mediterranean Restaurant Cafe","Wilmington","OH","45177",39.44531,-83.82777
"India Palace","Canoga Park","CA","91303",34.20198,-118.60595
"Hugo's Restaurant","Redmond","WA","98052",47.6757,-122.12162
"Olga's Naturally","Los Angeles","CA","90016",NA,NA
"Nacho Daddy Restaurant","Las Vegas","NV","89183",36.00887,-115.11637
"Mr Pita","Detroit","MI","48202",42.36731,-83.085042
"Suma's Veggie Cafe","Richardson","TX","75081",NA,NA
"","Janesville","WI","53545",42.716946,-89.00134
"Grabbagreen, Grabbagreen Food & Juice","Scottsdale","AZ","85260",33.62815504,-111.8918647
"Nectar","Asheville","NC","28804",NA,NA
"Country Brook Cafe","Kensington","NH","03833",42.93411,-70.94609
"Choices Cafe Weston","Weston","FL","33326",NA,NA
"Taco John's","San Antonio","TX","78236",29.383675,-98.621472
"Lebanese Taverna - Tysons Galleria","Mclean","VA","22102",38.919159,-77.226174
"Souper Salad","Houston","TX","77092",29.861743,-95.532069
"The Salad Bowl","Aurora","CO","80014",NA,NA
"Body Café","Santa Fe","NM","87505",NA,NA
"52nd Tofu House","Seattle","WA","98105",NA,NA
"Quesadilla","Chicago","IL","60626",NA,NA
"Stogo","New York","NY","10003",40.73005662,-73.98708055
"Amol India","Bloomington","IN","47408",NA,NA
"Uncle Lim's Kitchen","Wilmington","NC","28412",NA,NA
"","Las Vegas","NV","89147",NA,NA
"","Cambridge","MA","02138",42.372102,-71.120358
"","College Park","MD","20740",NA,NA
"","Santa Cruz","CA","95062",36.980442,-122.00917
"","Riverside","CA","92505",33.914116,-117.499115
"","Cleveland","OH","44106",NA,NA
"Juice Junkies","Keller","TX","76248",NA,NA
"Grindhouse Coffee Tea Co","Wheeling","WV","26003",40.047184,-80.662155
"Lucia's Restaurant","Minneapolis","MN","55408",44.9466,-93.29832
"Barbacoa","Salt Lake City","UT","84105",40.749783,-111.86633
"Pizza Pro","Poolville","TX","76487",32.974781,-97.858682
"Vegtaste","San Diego","CA","92122",NA,NA
"Under The Mango Tree","Miami Beach","FL","33139",NA,NA
"Island Girls","San Francisco","CA","94103",NA,NA
"Good Eatz","Reading","PA","19605",NA,NA
"","Pinellas Park","FL","33781",NA,NA
"","Seattle","WA","98103",NA,NA
"Luigi's Pizzeria Cafe","Port Orange","FL","32129",29.10458,-81.03229
"Papa Romano's Pizza","Troy","MI","48084",42.56274,-83.16732
"1-potato-2","Madison","WI","53704",43.127875,-89.304762
"Aztec Street Cafe and Restaurant - Closed","Santa Fe","NM","87501",35.685673,-105.94471
"","Long Island City","NY","11101",40.75013,-73.9397
"Mellow Mushroom","Rogers","AR","72758",36.316746,-94.18719
"Chapati Indian Restaurant","Northfield","MN","55057",NA,NA
"Taco Mayo","Woodward","OK","73801",36.433589,-99.392177
"Laughing Planet Caf��","Bend","OR","97701",NA,NA
"Seasons 52","Sacramento","CA","95815",NA,NA
"Arora Kitchen Symphony","Sunnyside","NY","11104",40.74198,-73.9251978
"Fud","Kansas City","MO","64108",39.09303582,-94.59389144
"Gourmet Curry House","Brookline","MA","02446",NA,NA
"Pizza Inn","Houston","TX","77077",29.734979,-95.593812
"Sir Pizza","Nashville","TN","37211",36.045474,-86.703971
"Local Roots","Wooster","OH","44691",40.79723,-81.94108
"Sizzler","Farmers Branch","TX","75234",32.920057,-96.882092
"Dandelion Deli & Catering","Reno","NV","89502",NA,NA
"Smoothie King","Miami","FL","33181",NA,NA
"Happy Valley Korean & Japanese Restaurant","Houston","TX","77072",29.703762,-95.576055
"Zaw Artisan Pizza - Slu","Seattle","WA","98109",47.62298576,-122.3302102
"Sweet Tomatoes","Palm Harbor","FL","34684",NA,NA
"Veg","Sarasota","FL","34231",NA,NA
"Galactic Pizza","Minneapolis","MN","55408",44.949646,-93.287954
"Wink Restaurant","Austin","TX","78703",30.275112,-97.752235
"Lang Chay","San Jose","CA","95122",NA,NA
"Urbn Grdn - Closed","","FL","33036",24.918968,-80.63548
"Suncafe","Studio City","CA","91604",34.138723,-118.365953
"Lehja","Richmond","VA","23233",37.655929,-77.619866
"Yard House - Seattle","Seattle","WA","98101",47.610102,-122.337477
"Cantina Laredo - Columbus","Columbus","OH","43240",40.145037,-82.975332
"Rose's Bella Cucina","Castle Rock","CO","80109",39.40225,-104.879637
"Hinesburgh Public House","Hinesburg","VT","05461",44.3298147,-73.1101704
"Café Colucci","Oakland","CA","94609",37.850796,-122.260475
"Taste of Greek","Scottsdale","AZ","85260",33.58246,-111.88051
"The Chef & The Gardener","Saco","ME","04072",43.518697,-70.456145
"Apollo Cafe","Milwaukee","WI","53202",43.05296,-87.894775
"Farmhouse Kitchen","Boca Raton","FL","33432",26.346175,-80.084563
"Craft Los Angeles","Los Angeles","CA","90067",34.059818,-118.414355
"Mala - Wailea Beach Marriott  Resort","Wailea","HI","96753",20.692563,-156.441226
"Red Hook Grill","Grandview Heights","OH","43212",39.974659,-83.036404
"Chaos Cafe","Portland","OR","97202",45.497884,-122.638995
"The Restaurant At Gideon Ridge","Blowing Rock","NC","28605",36.115919,-81.656566
"The Dhaba","Tempe","AZ","85281",33.414838,-111.90596
"Mimi's Cafe - Orland Park","Orland Park","IL","60467",41.5935753,-87.8527993
"Irregardless Cafe","Raleigh","NC","27603",35.781184,-78.656032
"Blind Faith Cafe","Evanston","IL","60201",42.041201,-87.679211
"Plum Bistro","Seattle","WA","98122",47.613716,-122.316998
"City Council Restaurant & Bar","Dallas","TX","75204",32.7967195,-96.7972482
"Cuisine Limousine -cuislimo","Kirkland","WA","98033",47.676106,-122.206002
"Bergen Hill","Brooklyn","NY","11231",40.680205,-73.99692
"Bandung","Madison","WI","53703",43.076762,-89.374075
"Poets Modern Cocktails & Eats @ Hotel Indigo Baltimore","Baltimore","MD","21201",39.295364,-76.61668
"Ayuttaya Thai Cuisine","Ocala","FL","34471",29.164324,-82.168843
"Mansions On Fifth Hotel","Pittsburgh","PA","15232",40.447819,-79.938378
"True Food Kitchen - Fairfax","Fairfax","VA","22031",38.872689,-77.230059
"Wildwood Italian Cuisine (aka Geppetto's)","Bethesda","MD","20814",39.023236,-77.123984
"Osteria Da Primo","Burien","WA","98166",47.466657,-122.343228
"Teaism Lafayette Park","Washington","DC","20006",38.9002,-77.03798
"Gyro Kabobs","De Pere","WI","54115",44.447453,-88.06914
"The Grand Oak Steakhouse","Beaumont","CA","92223",33.96526,-116.94447
"Happy Tummy","Huntsville","AL","35805",34.716,-86.59818
"Deagan's Kitche","Lakewood","OH","44107",41.48516,-81.8001
"Loving Hut","Peachtree Corners","GA","30092",33.96838,-84.25735
"Amy's Place","Buffalo","NY","14214",42.95198,-78.825
"Thai Peacock","Portland","OR","97205",45.522701,-122.680245
"Sagra","Austin","TX","78702",30.269189,-97.729194
"Cafe Manna","Brookfield","WI","53045",43.087234,-88.146087
"Edge By Chef Dustin Allen","Peoria","IL","61614",40.757746,-89.593194
"Harvest Beat","Seattle","WA","98103",47.661104,-122.336826
"True Food Kitchen - Austin","Austin","TX","78701",30.267247,-97.752085
"Manor On Golden Pond","Holderness","NH","03245",43.7079665,-71.5233035
"Nancetta's","Fox Chapel","PA","15238",40.48777,-79.878162
"Candle Cafe West","New York","NY","10024",40.790522,-73.974965
"Tom-yum Thai Cuisine","Portland","OR","97206",45.479614,-122.618175
"Macheezmo Mouse","Portland","OR","97218",45.587405,-122.589449
"China Wok","Portland","OR","97220",45.567178,-122.53787
"Bandini Pizza & Pasta","Portland","OR","97212",45.548519,-122.661755
"Mazzio's Pizza","Wichitafalls","TX","76308",33.871331,-98.539902
"Sweet Pea Cafe","Tallahassee","FL","32303",NA,NA
"The Tasty","Philadelphia","PA","19147",NA,NA
"Mazzios Italian Eatery","Enid","OK","73703",36.39068,-97.93798
"Puccini's Smiling Teeth Pizza Pasta","Columbus","IN","47201",39.2016,-85.921036
"Mazzios Italian Eatery","Ardmore","OK","73401",34.173695,-97.155136
"Pagosa Brewing Grill","Pagosa Springs","CO","81147",37.255344,-107.079185
"The Ashby Inn & Restaurant","Paris","VA","20130",39.004615,-77.951666
"Imhotep's Health & Living Foods","Brooklyn","NY","11216",NA,NA
"Natural Blend","Brooklyn","NY","11238",NA,NA
"Bueno Loco Mexican Restaurante","Falmouth","ME","04105",43.72259,-70.233163
"Tisane Tea & Coffee Bar","Hartford","CT","06105",41.76637,-72.71004
"Scottish Bakehouse","Vineyard Haven","MA","02568",41.438725,-70.63324
"Fresh & Co","New York","NY","10022",NA,NA
"George Street Co-op","New Brunswick","NJ","08901",NA,NA
"Miles Farmers Market","Solon","OH","44139",41.42409759,-81.47649565
"Cypriana Caf��","Baltimore","MD","21201",39.28739612,-76.62573338
"Riverhouse Reef &grill","Palmetto","FL","34221",27.511742,-82.575645
"Cool Mint Cafe","San Marcos","TX","78666",29.88476,-97.94612
"Atlas Cafe","New York","NY","10003",NA,NA
"Vege Favor","Islip","NY","11751",40.72919918,-73.21394821
"Hearth Pizzeria","Needham","MA","02492",42.28007122,-71.23618841
"Sugar Park","New Orleans","LA","70117",29.96748447,-90.04466443
"Civico 1845","San Diego","CA","92101",32.724251,-117.168344
"Umeke Market & Deli","Honolulu","HI","96813",21.30889659,-157.8599739
"Genghis Grill","Mckinney","TX","75069",33.172318,-96.63847
"F��d","Kansas City","MO","64108",39.09303582,-94.59389144
"Baja Fresh Mexican Grill","Meridian","ID","83642",43.61771622,-116.3539267
"Kuku Canteen","New York","NY","10003",NA,NA
"Seasons 52","Burlington","MA","01803",NA,NA
"Amy's Drive Thru","Rohnert Park","CA","94928",38.36277316,-122.7154436
"Drunken Fish","St. Louis","MO","63108",38.644839,-90.26164
"Sharky's Woodfired Mexican Grill","Ventura","CA","93003",34.26321,-119.225754
"Silver Diner","Greenbelt","MD","20770",38.99811647,-76.91001534
"Cafe Lotus","Fairfax","CA","94930",37.9873314,-122.5884933
"Naf Naf Grill","Eden Prairie","MN","55344",44.85926289,-93.44258032
"Roots","La Jolla","CA","92092",NA,NA
"Kindred","San Diego","CA","92102",32.7214508,-117.1300583
"Native Foods","San Diego","CA","92110",NA,NA
"Alana's Food and Wine","Columbus","OH","43202",40.00982,-83.010558
"Hangawi","New York","NY","10016",40.7466011,-73.9847641
"The Pie Pizzeria","Salt Lake City","UT","84102",40.763428,-111.85389
"The Shanti Shack","Brooklyn","NY","11249",NA,NA
"Lifefood Organic","Los Angeles","CA","90028",NA,NA
"Chicago Diner","Chicago","IL","60657",41.944,-87.6494
"China Border Chinese Restaurant","Houston","TX","77076",29.846505,-95.393103
"Artichoke Cafe","Dayton","OH","45459",NA,NA
"Mad Greens","Fort Collins","CO","80524",NA,NA
"Flaming Ice Cube","Boardman","OH","44512",NA,NA
"Bombay House","Bellevue","WA","98006",NA,NA
"Ashirwad The Blessings","Upland","CA","91786",34.107548,-117.64301
"Northern Table - Closed","Boyne City","MI","49712",45.212128,-85.0153
"Evolution","Florence","MA","01062",42.334362,-72.668076
"Mazzio's Pizza","Tipton","MO","65081",38.650108,-92.783956
"Dichicko's Peri Peri Cafe","Augusta","GA","30909",NA,NA
"Happy Fish Sushi and Martini Bar","Boise","ID","83702",43.613607,-116.20662
"Lebanese Taverna - Bethesda","Bethesda","MD","20814",38.98134,-77.098452
"Jamba Juice","Naperville","IL","60540",41.771515,-88.14761
"Smoothie King","Houston","TX","77006",29.742188,-95.391097
"Chipotle Mexican Grill","Allen","TX","75013",33.1017881,-96.6772593
"Calexico","Brooklyn","NY","11217",40.680393,-73.9777662
"The Dermatology Group","Paramus","NJ","07652",40.930546,-74.070414
"Mazzios Guymon Ok - Hours Reviews & More","Guymon","OK","73942",36.698284,-101.483322
"Pabla Indian Cuisine","Issaquah","WA","98027",NA,NA
"Walker Bros","Elmer","NJ","08318",NA,NA
"The Burger Spot","Plymouth","MI","48170",42.368362,-83.47086
"Green Grocer","Williams Bay","WI","53191",42.577866,-88.54172
"Sweet Sabine's","Marshall","TX","75670",32.54537,-94.36673
"Koriya","Springfield","MO","65804",37.13868,-93.27203
"All Pro Nutrition Llc","Marietta","OH","45750",39.41347,-81.45493
"Pearl Mountain Juice Company Cafe","Taos","NM","87571",36.39278,-105.58111
"Lunar Feast Veggie Cuisine","Rosemead","CA","91770",34.075027,-118.07353
"Veggie Grill","Carlsbad","CA","92011",NA,NA
"Pizza Pro","Diboll","TX","75941",31.207169,-94.77611
"Bulan Thai","Los Angeles","CA","90029",NA,NA
"Thai Sesame","Brooklyn","NY","11201",40.686342,-73.990941
"Spice Routes Global Soul Food (at First Unity)","Saint Petersburg","FL","33703",NA,NA
"Peaceful Greens","Lafayette","IN","47901",40.41911469,-86.89514365
"Soy & Sake","New York","NY","10014",40.73148958,-74.00386602
"Juice Junkies","Fort Worth","TX","76107",NA,NA
"Urban Oasis & Organic Cafe","Salem","MA","01970",NA,NA
"Braum's Ice Cream & Dairy Stores","Lancaster","TX","75146",32.60368,-96.759657
"Surf City Culver City CA - Hours Reviews & More","Culver City","CA","90230",33.985443,-118.39135
"Sonny's Bar-b-q","Haines City","FL","33844",28.117267,-81.640604
"Di Veneto Pizzeria","Lawndale","CA","90260",33.89125,-118.353087
"Veg Out San Jose","San Jose","CA","95138",37.253121,-121.798042
"The Greenery Cafe","Lihue","HI","96766",21.978243,-159.36702
"Caitlans","Berrien Springs","MI","49103",NA,NA
"Magpie Pizza - Oberlin","Oberlin","OH","44074",41.291498,-82.21526
"House of Dragon","Salem","OR","97305",44.9678674,-122.9834836
"Wings To Go","Winston Salem","NC","27105",36.12762,-80.26063
"Umami Sushi","Houston","TX","77079",29.7872,-95.64508
"Al's Other Half - Downtown - Albuquerque","Albuquerque","NM","87102",35.0861453,-106.6531471
"Pizza Professional","Kingston Springs","TN","37082",36.12011,-87.122337
"Bella Coffee and Cafe - Closed","Newfane","NY","14108",43.28323,-78.70859
"Neato Burrito","Lemoyne","PA","17043",40.242847,-76.90494
"Sonny's Real Pit Bar-b-q","Saint Augustine","FL","32084",NA,NA
"La Madeleine","Houston","TX","77067",29.940861,-95.421435
"Sonny's Real Pit Bar-b-q","Kissimmee","FL","34746",28.263243,-81.433226
"Forbidden City Restaurant","Virginia Beach","VA","23452",36.84062,-76.09708
"Mai Lan","Syracuse","NY","13203",43.055171,-76.150578
"Desert Oasis","Cornville","AZ","86325",34.71832,-111.90405
"I'm A Local Beach House Cafe","Point Pleasant Beach","NJ","08742",40.100357,-74.04464
"Fifth Avenue Seafood and Vegetarian Restaurant","New York","NY","10035",40.806266,-73.942722
"Blue Sage Vegetarian Grille","Southampton","PA","18966",40.1750946,-75.0431213
"Ethos Vegan Kitchen","Winter Park","FL","32789",28.5928574,-81.3529205
"Power Plant Vegan Restaurant (reported Closed)","Atlanta","GA","30312",33.754427,-84.372063
"Nv Vegetarian Restaurant","Woodland","CA","95695",38.677582,-121.773713
"Loving Nutrition-gluten Free & Vegan Foods","Lagunahills","CA","92653",33.613645,-117.707619
"Chelsea's Bakery Vegetarian Restaurant","Decatur","GA","30032",33.761093,-84.24874
"Amma's Cafe Veggie & Vegan","Emeryville","CA","94608",37.846644,-122.284479
"Loving Vegan - Paradise Hills - Albuquerque","Albuquerque","NM","87120",35.144175,-106.6942895
"Manna Vegetarian Deli Books","Vallejo","CA","45202",NA,NA
"Lotus Vegetarian Restaurant","Berkeley","CA","94704",37.868027,-122.268038
"Elovate Vegan Kitchen & Juicery","Santa Monica","CA","90401",34.010674,-118.491419
"Vegan Chics","Tarzana","CA","91356",34.16392634,-118.5355713
"Singapore Vegetarian Restaurant (closed)","Cherry Hill","NJ","08034",39.891511,-75.020441
"Plant Vegan Restaurant","Asheville","NC","28801",35.6047,-82.55309
"Veganopolis","Portland","OR","97204",45.520385,-122.675546
"La Hacienda Vegana","San Clemente","CA","92672",33.42966,-117.622734
"East Coast Vegan","Toms River","NJ","08753",39.95371,-74.201967
"Zhu Pan-asian Vegan Restaurant","Arlington","MA","02474",42.4048462,-71.1414871
"New Harmony Vegetarian Restaurant","Philadelphia","PA","19107",39.9544601,-75.1543427
"Maoz Vegetarian","New York","NY","10022",40.7946892,-73.9513626
"Elovate Vegan Kitchen & Juicery","Santa Monica","CA","90401",34.0104904,-118.491806
"Flore Vegan","Los Angeles","CA","90026",34.0911598,-118.2795181
"Pizza Pro","Hot Springs National Park","AR","71913",34.465004,-93.144455
"Jet's Pizza - Monroe","Monroe","MI","48162",41.9274,-83.4125
"Big Deal Burgers Custard","Milwaukee","WI","53214",43.015537,-88.01711
